人缴狡,10124,82,98,100,93.33333333333333
尉诊颠,10168,99,64,97,86.66666666666667
挖简勾,10122,91,89,76,85.33333333333333
哺馈明,10177,64,95,96,85.0
柔街盖,10176,65,80,99,81.33333333333333
保权品,10133,49,98,95,80.66666666666667
携摊沂,10200,85,72,79,78.66666666666667
寥浙蕴,10141,92,84,57,77.66666666666667
烫弥拟,10152,75,98,57,76.66666666666667
膀栋渣,10163,90,88,46,74.66666666666667
淡帛尔,10171,55,96,72,74.33333333333333
砚赁谨,10155,47,91,84,74.0
斩枣漠,10188,91,35,91,72.33333333333333
缄雍错,10105,27,87,100,71.33333333333333
腆向苗,10116,92,39,83,71.33333333333333
隙吧诀,10184,73,87,52,70.66666666666667
帕睛缓,10170,86,49,77,70.66666666666667
釉殉岂,10189,39,78,93,70.0
禁庆,10140,59,53,97,69.66666666666667
澡市嫩,10197,77,47,82,68.66666666666667
斥溜辑,10120,73,89,44,68.66666666666667
凄犁独,10195,20,90,95,68.33333333333333
盟翱垫,10191,85,77,43,68.33333333333333
幽夜翰,10165,46,82,73,67.0
吹欺霸,10178,46,92,62,66.66666666666667
掉徽嚏,10119,57,78,64,66.33333333333333
僵诈提,10101,51,77,68,65.33333333333333
挞瑚慕,10132,40,74,81,65.0
斩竞恿,10114,32,82,78,64.0
患奖莆,10174,93,48,50,63.666666666666664
胳胃跟,10123,75,84,31,63.333333333333336
霜撇焦,10144,10,96,83,63.0
窑赣唯,10145,72,85,31,62.666666666666664
素瞪酪,10115,82,24,82,62.666666666666664
丘停蔡,10148,83,80,23,62.0
见与朴,10128,90,71,25,62.0
旷尚彩,10150,81,40,61,60.666666666666664
蚊扼舌,10109,87,43,51,60.333333333333336
兜滚考,10151,52,83,46,60.333333333333336
戌康贩,10187,68,61,49,59.333333333333336
徽栗狙,10102,90,44,43,59.0
音集牵,10134,48,55,71,58.0
绘况慈,10118,77,16,80,57.666666666666664
花胳魏,10146,51,66,51,56.0
夫垄胃,10167,69,28,71,56.0
珍铁后,10196,43,28,97,56.0
她丛爷,10161,68,12,87,55.666666666666664
给艺彻,10127,58,45,63,55.333333333333336
掣捐镭,10131,71,55,40,55.333333333333336
煌慕阉,10125,17,51,96,54.666666666666664
敬贩闰,10154,38,30,95,54.333333333333336
际效米,10138,55,55,52,54.0
渝默盾,10111,21,63,78,54.0
坪居靖,10156,59,38,64,53.666666666666664
灌捐喂,10139,32,79,49,53.333333333333336
贷峡募,10185,98,46,16,53.333333333333336
近赛迢,10194,65,15,73,51.0
悯拎礼,10162,52,54,47,51.0
膨绪旧,10147,87,35,29,50.333333333333336
循敷铅,10181,24,76,50,50.0
驾仕嘉,10110,68,50,27,48.333333333333336
然渡饿,10112,55,54,36,48.333333333333336
锭椰幢,10126,55,33,57,48.333333333333336
握阎迷,10137,29,35,77,47.0
韵秉捷,10129,10,40,90,46.666666666666664
霸繁惟,10175,26,50,61,45.666666666666664
撩颈讫,10183,10,92,35,45.666666666666664
锅咕笨,10190,61,51,21,44.333333333333336
液怯鲜,10157,31,34,68,44.333333333333336
伎郎炕,10180,48,72,12,44.0
镜该姻,10135,36,24,71,43.666666666666664
毁乾胳,10117,17,93,17,42.333333333333336
赤姨际,10104,22,69,36,42.333333333333336
粳斋烯,10179,35,29,62,42.0
咳塘巫,10160,19,71,33,41.0
糟粘篙,10153,29,20,72,40.333333333333336
麻跃畴,10164,23,64,33,40.0
辩莆抛,10108,32,19,69,40.0
婪沙根,10166,24,67,27,39.333333333333336
稽钠哩,10199,17,52,48,39.0
闲迸矫,10106,36,71,10,39.0
如气绿,10186,17,82,17,38.666666666666664
疾四蛇,10159,82,18,10,36.666666666666664
缓车暑,10103,39,56,12,35.666666666666664
氢洪庇,10143,81,10,15,35.333333333333336
杜蚁填,10193,65,20,18,34.333333333333336
激擅偷,10172,12,75,14,33.666666666666664
蛮葡仅,10136,39,49,13,33.666666666666664
赫筏据,10192,21,17,62,33.333333333333336
辛迸倦,10198,27,49,23,33.0
突腋眺,10107,29,45,24,32.666666666666664
碧贪轮,10173,55,18,24,32.333333333333336
调恢真,10158,36,35,24,31.666666666666668
熟忘,10121,16,53,25,31.333333333333332
素读蕴,10169,37,36,18,30.333333333333332
玩又升,10149,29,27,28,28.0
管斗纶,10130,19,18,46,27.666666666666668
恕努俞,10142,48,17,16,27.0
沈释缎,10182,44,15,16,25.0
产归酥,10113,19,38,16,24.333333333333332
